datetime,open,high,low,close,volume,sma_10,sma_20,sma_50,ema_9,ema_11,ema_14,ema_16,ema_21,ema_50,rsi_14,atr,bbl_20_2.0,bbm_20_2.0,bbu_20_2.0,bbb_20_2.0,bbp_20_2.0,macd_12_26_9,macdh_12_26_9,macds_12_26_9,volume_sma,supert_10_3.0,supertd_10_3.0,supertl_10_3.0,superts_10_3.0,adx_14,dmp_14,dmn_14,stochk_14_3_3,stochd_14_3_3,cci_20_0.015,obv_obv,vwma_20,isa_9,isb_26,its_9,iks_26,ics_26,mfi_14,adosc_3_10,kcle_20_2.0,kcbe_20_2.0,kcue_20_2.0,dcl_20_20,dcm_20_20,dcu_20_20,vwap,regime,volatility_status,days_to_weekly_expiry,is_expiry_day_flag,week_expiry_type,is_expiry_day,expiry_type,week_expiry_date
2025-03-04 11:12:00+05:30,22085.1,22091.0,22080.9,22083.7,0.0,22080.780000000002,22071.467500000002,,22080.92287978407,22079.21056189504,22076.575883708476,22074.706101613996,22070.391996103626,,60.85851830860262,15.592452700955485,22048.546542886448,22071.467500000002,22094.388457113557,0.20769762693445118,0.766840951261249,12.228356662792066,-0.06341048154123285,12.2917671443333,0.0,22046.528901757574,1,22046.528901757574,,29.081665831526106,33.854547306518675,14.976366082804352,65.61724747074291,74.52237709318999,101.18264650941197,0.0,,,,22084.65,22068.175,22070.15,,0.0,22040.63285733133,22071.279778622706,22101.926699914082,22048.15,22076.2,22104.25,,trending,normal,1,0,weekly,False,,2025-03-06
2025-03-04 11:15:00+05:30,22083.1,22086.2,22072.5,22074.25,0.0,22081.025,22072.182500000003,,22079.58830382726,22078.383801579203,22076.26576588068,22074.652442600585,22070.742723730567,,54.95125304851097,15.44992363541048,22049.85889646022,22072.182500000003,22094.506103539785,0.20227817108509497,0.5463074878639766,10.996296482742764,-1.0363765292724292,12.032673012015193,0.0,22046.528901757574,1,22046.528901757574,,28.92855309555614,31.59360414339882,18.07097132426485,58.19443843861165,66.66426908508065,41.161805036123475,0.0,,,,22085.4,22068.175,22072.25,,0.0,22041.224966156915,22071.562656849113,22101.900347541312,22048.15,22076.2,22104.25,,trending,normal,1,0,weekly,False,,2025-03-06
2025-03-04 11:18:00+05:30,22073.7,22077.85,22063.2,22077.85,0.0,22081.605,22072.5025,,22079.240643061807,22078.294834649336,22076.47699709659,22075.028625824045,22071.38883975506,,56.67647226487292,15.389911016310936,22050.046977850616,22072.5025,22094.95802214938,0.2034705593476126,0.6190687075639167,10.19287273503869,-1.4718402215812034,11.664712956619894,0.0,22046.528901757574,1,22046.528901757574,,27.85944888936736,29.337315071389423,21.313990605600864,53.90835579514902,59.24001390150119,4.35197556782624,0.0,,,,22083.725,22068.175,22073.75,,0.0,22041.92258842769,22072.161451434913,22102.400314442137,22048.15,22076.2,22104.25,,trending,normal,1,0,weekly,False,,2025-03-06
2025-03-04 11:21:00+05:30,22077.65,22079.0,22070.2,22070.4,0.0,22081.21,22072.405000000002,,22077.472514449448,22076.979028874448,22075.666730817047,22074.48408160945,22071.298945231872,,52.21956803726591,14.897287218026898,22049.930750290583,22072.405000000002,22094.879249709422,0.20364115020016513,0.45539339408601737,8.852949596694089,-2.249410687940644,11.102360284634733,0.0,22046.528901757574,1,22046.528901757574,,26.96779257190152,28.6188995023077,20.372803238577312,45.94189877208887,52.68156433528318,5.763798400238162,0.0,,,,22083.725,22068.175,22066.7,,0.0,22042.958532386954,22071.993694155397,22101.02885592384,22048.15,22076.2,22104.25,,trending,normal,1,0,weekly,False,,2025-03-06
2025-03-04 11:24:00+05:30,22070.65,22076.85,22067.2,22072.6,0.0,22080.79,22073.219999999998,,22076.498011559557,22076.249190728708,22075.257833374773,22074.262424949517,22071.417222938064,,53.38531511526936,14.50633043633133,22051.99340347579,22073.219999999998,22094.446596524205,0.19232895358454916,0.48539568038399594,7.877762527088635,-2.5796782060368795,10.457440733125514,0.0,22046.528901757574,1,22046.528901757574,,25.856129651959293,27.200441141880663,20.90389207450715,43.98689366886521,47.945716078701025,-5.670803453750092,0.0,,,,22083.725,22068.175,22064.25,,0.0,22043.943434064386,22072.051437569167,22100.15944107395,22048.15,22076.2,22104.25,,trending,normal,1,0,weekly,False,,2025-03-06
2025-03-04 11:27:00+05:30,22072.7,22076.35,22067.8,22069.5,0.0,22079.51,22073.719999999998,,22075.098409247646,22075.124325607256,22074.490122258136,22073.702139661338,22071.242929943695,,51.47936664257783,14.063907084917169,22053.356100569843,22073.719999999998,22094.083899430152,0.18450808862443271,0.39638526711272665,6.776658554867026,-2.9446257426067906,9.721284297473817,0.0,22046.528901757574,1,22046.528901757574,,24.84230232803637,25.972166934508937,19.95994740335745,31.582390581117995,40.50372767402402,-20.499595690315793,0.0,,,,22083.725,22068.175,22067.05,,0.0,22044.74882129635,22071.80844351496,22098.86806573357,22048.15,22076.2,22104.25,,choppy,normal,1,0,weekly,False,,2025-03-06
2025-03-04 11:30:00+05:30,22069.8,22076.1,22068.35,22073.6,0.0,22078.665,22074.525,,22074.79872739812,22074.87027133938,22074.371439290386,22073.69012323059,22071.457209039723,,53.82727785835559,13.596256175308095,22055.565002637093,22074.525,22093.48499736291,0.17178170187497419,0.47560653669149505,6.163808906487247,-2.8459803127892567,9.009789219276504,0.0,22046.528901757574,1,22046.528901757574,,23.916375996726128,24.87565302242983,19.11726222936573,26.969574633755325,34.17961962791284,-16.729995350580523,0.0,,,,22083.725,22076.2,22059.9,,0.0,22046.020362125266,22071.979067942106,22097.937773758946,22048.6,22076.425,22104.25,,choppy,normal,1,0,weekly,False,,2025-03-06
2025-03-04 11:33:00+05:30,22073.75,22083.4,22072.7,22079.25,0.0,22077.25,22075.0175,,22075.688981918498,22075.600226116152,22075.021914051667,22074.344226379933,22072.165644581564,,56.92092550617863,13.38230419571012,22056.103926170566,22075.0175,22093.931073829437,0.1713572714443858,0.6118905405759747,6.064125462242373,-2.356531005627305,8.420656467869678,0.0,22046.528901757574,1,22046.528901757574,,23.67260657710888,27.436052639610725,17.988095914804358,26.59358505886881,28.381850091247376,34.04813366685519,0.0,,,,22077.1,22076.2,22056.3,,0.0,22047.146994303814,22072.671537661907,22098.19608102,22048.6,22076.425,22104.25,,choppy,normal,1,0,weekly,False,,2025-03-06
2025-03-04 11:36:00+05:30,22079.8,22086.35,22078.5,22081.3,0.0,22076.73,22075.760000000002,,22076.8111855348,22076.550188430127,22075.858992178113,22075.162552688176,22072.996040528695,,58.019977238094434,12.974618425223072,22057.085643250666,22075.760000000002,22094.434356749338,0.16918427043359643,0.6483317491027974,6.080451818321308,-1.8721637196386967,7.952615537960004,0.0,22046.959454968808,1,22046.959454968808,,23.67811095857943,27.88830952628606,17.18608596076434,36.17539585870599,29.912851850443378,62.16994719152767,0.0,,,,22077.1,22076.2,22057.7,,0.0,22048.904423417738,22073.49329597982,22098.082168541903,22048.6,22076.425,22104.25,,choppy,normal,1,0,weekly,False,,2025-03-06
2025-03-04 11:39:00+05:30,22081.15,22081.35,22070.1,22073.05,0.0,22075.55,22076.6125,,22076.05894842784,22075.96682369177,22075.4844598877,22074.9140170778,22073.000945935175,,52.243431260743655,12.84781508279158,22060.20512741931,22076.6125,22093.019872580688,0.14864030956459817,0.39143599980800425,5.365830566606746,-2.069427977082607,7.435258543689353,0.0,22046.959454968808,1,22046.959454968808,,22.70567695977073,26.092819012838955,20.88677055290948,35.72878603329041,32.83258898362174,-15.71989996427659,0.0,,,,22074.775,22076.2,22052.85,,0.0,22049.061144997002,22073.451077315076,22097.84100963315,22048.6,22076.425,22104.25,,choppy,normal,1,0,weekly,False,,2025-03-06
2025-03-04 11:42:00+05:30,22072.5,22074.7,22069.0,22070.2,0.0,22074.2,22077.489999999998,22058.363999999998,22074.887158742273,22075.00568640981,22074.779865236007,22074.359426833355,22072.74631448652,22058.364000000005,50.37746997895874,12.323368476073199,22064.860447355444,22077.489999999998,22090.11955264455,0.11441112775549911,0.2113912026353168,4.517442627897253,-2.33425273263368,6.851695360530933,0.0,22046.959454968808,1,22046.959454968808,,21.69217649561113,25.207307128005088,20.832860788998538,28.380024360534076,33.428068750843494,-72.70486752927445,0.0,,,,22074.775,22076.2,22054.3,,0.0,22049.988654997287,22073.141450904117,22096.294246810947,22051.3,22077.775,22104.25,,choppy,low,1,0,weekly,False,,2025-03-06
2025-03-04 11:45:00+05:30,22069.4,22069.45,22050.35,22050.85,0.0,22071.859999999997,22076.442499999997,22060.001,22070.07972699382,22070.979738674843,22071.589216537872,22071.593611911783,22070.75574044229,22058.06933333334,39.94562835663725,12.874538512595882,22059.396114019342,22076.442499999997,22093.488885980652,0.15443055175810172,-0.2506723134464484,2.2576806516663055,-3.675211767091703,5.9328924187580085,0.0,22046.959454968808,1,22046.959454968808,,21.034316764518035,22.361272119223532,29.08868911922962,13.991715609950264,26.033508667924917,-226.63868305707254,0.0,,,,22068.35,22076.2,22044.45,,0.0,22046.289735473736,22071.018455579917,22095.747175686098,22050.35,22077.3,22104.25,,choppy,normal,1,0,weekly,False,,2025-03-06
2025-03-04 11:48:00+05:30,22050.05,22061.7,22048.8,22061.7,0.0,22070.245000000003,22075.925,22061.254,22068.403781595058,22069.43311556237,22070.270654332824,22070.42965756922,22069.932491311174,22058.21171241831,46.62035884034408,12.876399688270004,22057.783404149537,22075.925,22094.06659585046,0.1643563823528317,0.10794518527331916,1.3270103779614146,-3.684705632637275,5.01171601059869,0.0,22046.959454968808,1,22046.959454968808,,20.549320109547956,20.723719118943272,27.838391480956243,16.182913105396704,19.51821769196035,-193.2565860388681,0.0,,22041.149999999998,,22067.574999999997,22076.425,22044.15,,0.0,22045.30023685719,22070.130983619925,22094.96173038266,22048.8,22076.525,22104.25,,choppy,normal,1,0,weekly,False,,2025-03-06
2025-03-04 11:51:00+05:30,22062.25,22067.9,22054.85,22067.75,0.0,22069.98,22075.595,22061.868,22068.27302527605,22069.152596301974,22069.934567088447,22070.114403737545,22069.734083010157,22058.58576291171,49.9601219941465,12.889068323075522,22057.11387719857,22075.595,22094.07612280143,0.16743487821215775,0.2877564019163836,1.0653512133430922,-3.1570918378044786,4.222443051147571,0.0,22046.959454968808,1,22046.959454968808,,19.47539495921251,22.70284713902378,25.78149497674044,25.467192478026533,18.547273731124502,-115.78526601906677,0.0,,22041.55,,22067.574999999997,22076.425,22049.55,,0.0,22044.952595251743,22069.90422327517,22094.8558512986,22048.8,22076.525,22104.25,,ranging,normal,1,0,weekly,False,,2025-03-06
2025-03-04 11:54:00+05:30,22067.85,22072.5,22064.0,22072.5,0.0,22069.97,22075.379999999997,22063.335,22069.11842022084,22069.710496918313,22070.276624809987,22070.395062121363,22069.98553000923,22059.131419268113,52.47427491062645,12.569267047750477,22056.859946004355,22075.379999999997,22093.90005399564,0.16778922034993038,0.4222464469953747,1.227124218690733,-2.3962550659654704,3.6233792846562034,0.0,22046.959454968808,1,22046.959454968808,,18.048830109128392,24.250776436957253,24.511140509389833,46.19659306285903,29.28223288209409,-51.76565318715007,0.0,,22046.4125,,22067.574999999997,22076.425,22056.35,,0.0,22045.95710998967,22070.151440106107,22094.345770222542,22048.8,22076.525,22104.25,,ranging,normal,1,0,weekly,False,,2025-03-06
2025-03-04 11:57:00+05:30,22072.65,22073.35,22068.45,22072.1,0.0,22070.230000000003,22074.87,22064.745,22069.714736176673,22070.10874743193,22070.51974150199,22070.595643048262,22070.177754553846,22059.639991061522,52.23626304313126,12.011260706994591,22056.579937124174,22074.87,22093.160062875824,0.16570935979079598,0.4242758207337367,1.3079762973102333,-1.8523223898767762,3.1602986871870096,0.0,22046.959454968808,1,22046.959454968808,,16.735889989693515,24.04585691654752,23.783601508014893,56.690552670163925,42.78477940368316,-32.779559853802226,0.0,,22051.3875,,22067.574999999997,22076.425,22062.3,,0.0,22047.51357570494,22070.337017238857,22093.160458772774,22048.8,22076.525,22104.25,,ranging,normal,1,0,weekly,False,,2025-03-06
2025-03-04 12:00:00+05:30,22072.25,22074.5,22057.9,22059.0,0.0,22068.77,22073.7175,22065.694000000003,22067.57178894134,22068.25728952661,22068.98377596839,22069.231449748466,22069.16159504895,22059.614893372836,45.03228847267679,12.344688155578403,22054.500989520686,22073.7175,22092.934010479312,0.17411213565918837,0.11706106798519558,0.3114019851491321,-2.279117361630302,2.590519346779434,0.0,22046.959454968808,1,22046.959454968808,,16.38932729429389,21.6963529201388,27.66956074211368,50.776742121617254,51.22129595154673,-94.97067265690477,0.0,,22051.3875,,22067.574999999997,22076.525,22064.2,,0.0,22045.445616113993,22069.257301311347,22093.0689865087,22048.8,22076.525,22104.25,,ranging,normal,1,0,weekly,False,,2025-03-06
2025-03-04 12:03:00+05:30,22059.1,22064.15,22055.5,22057.65,0.0,22066.61,22071.93,22066.546000000002,22065.58743115307,22066.489407938843,22067.472605839273,22067.868926248644,22068.115086408136,22059.537838730765,44.353437396976574,12.076555093790185,22053.746315004886,22071.93,22090.113684995114,0.16476751235722625,0.10734031622754743,-0.5806309031249839,-2.5369201999235345,1.9562892967985506,0.0,22046.959454968808,1,22046.959454968808,,16.265528002251916,20.56855222957882,27.673516713035138,37.594318686198854,48.35387115932667,-131.26672430116307,0.0,,22052.0,,22065.074999999997,22076.525,22059.85,,0.0,22044.960319341233,22068.1518440436,22091.34336874597,22048.8,22076.525,22104.25,,ranging,normal,1,0,weekly,False,,2025-03-06
2025-03-04 12:06:00+05:30,22057.7,22057.85,22047.95,22049.85,0.0,22063.465,22070.097499999996,22066.78,22062.43994492246,22063.71617328237,22065.122925060703,22065.749052572333,22066.454624007394,22059.157923486422,40.54991515511908,11.918777368704157,22050.803395330393,22070.097499999996,22089.3916046696,0.1748438553078731,-0.024706907802164915,-1.8951224149859627,-3.081129369427611,1.186006954441648,0.0,22046.959454968808,1,22046.959454968808,,16.733814228423693,19.33008865985401,30.599140324793872,18.560091174731102,35.64371732751574,-174.84095716653906,0.0,,22055.862500000003,,22061.325,22076.1,22066.0,,0.0,22043.540288927783,22066.408811277543,22089.277333627302,22047.95,22069.475,22091.0,,ranging,normal,1,0,weekly,False,,2025-03-06
2025-03-04 12:09:00+05:30,22051.05,22061.5,22049.25,22060.7,0.0,22062.23,22068.89,22066.881,22062.09195593797,22063.21347773531,22064.533201719278,22065.155046387354,22065.93147637036,22059.21839707519,47.31765414294719,11.942762132747502,22050.43558047508,22068.89,22087.344419524918,0.16724374923177554,0.27810193409388756,-2.037870779950026,-2.5791021875133393,0.5412314075633132,0.0,22046.959454968808,1,22046.959454968808,,16.751262512576652,20.107445487822403,28.326367756711203,20.57320563323069,25.575871831386877,-107.65547550272991,0.0,,22057.9375,,22061.225,22076.1,22050.55,,0.0,22042.841213791802,22065.865114965396,22088.88901613899,22047.95,22069.475,22091.0,,ranging,normal,1,0,weekly,False,,2025-03-06
2025-03-04 12:12:00+05:30,22060.45,22062.35,22055.55,22058.0,0.0,22061.01,22067.605,22067.213000000003,22061.273564750376,22062.344564779425,22063.662108156706,22064.313276224137,22065.210433063963,22059.17061679773,45.91683591265375,11.570726410363903,22049.890263196943,22067.605,22085.319736803056,0.1605496999158399,0.22889803255946908,-2.3418716837804823,-2.3064824730750364,-0.03538921070544586,0.0,22046.959454968808,1,22046.959454968808,,16.669479107383392,19.784019180890546,27.12208801169196,21.440972222220918,20.191423010060902,-82.52631262858019,0.0,,22058.3,,22061.225,22076.1,22050.05,,0.0,22042.989669621154,22065.116056397263,22087.24244317337,22047.95,22067.15,22086.35,,ranging,normal,1,0,weekly,False,,2025-03-06
2025-03-04 12:15:00+05:30,22058.2,22061.65,22049.65,22060.05,0.0,22061.93,22066.894999999997,22067.553000000004,22061.028851800304,22061.96213731619,22063.180493735814,22063.811714315412,22064.74130278542,22059.205102413507,47.195062632049904,11.601752427330265,22049.16423859498,22066.894999999997,22084.625761405012,0.16070010216675318,0.30697388443619106,-2.3898282701593416,-1.8835512475631164,-0.5062770225962251,0.0,22046.959454968808,1,22046.959454968808,,17.079281453458396,18.30503328528342,28.77006563480175,30.29513888888872,24.103105581446773,-85.28390534153385,0.0,,22060.6625,,22061.225,22076.1,22050.55,,0.0,22042.328748704855,22064.633574835618,22086.93840096638,22047.95,22067.15,22086.35,,ranging,normal,1,0,weekly,False,,2025-03-06
2025-03-04 12:18:00+05:30,22059.6,22073.35,22058.15,22073.15,0.0,22063.075,22066.66,22067.752999999997,22063.453081440242,22063.826781096825,22064.509761237707,22064.910336160658,22065.505729804925,22059.75196114239,54.582168345906254,11.86159791633994,22049.39785644824,22066.66,22083.92214355176,0.15645452054602968,0.6879836064548144,-1.3551523390306102,-0.679100253147508,-0.6760520858831022,0.0,22046.959454968808,1,22046.959454968808,,16.173658965526947,23.734168176050346,26.10771419695127,44.37713115435952,32.03774742182305,15.339608627754272,0.0,,22060.6625,,22061.225,22076.1,22044.45,,0.0,22042.368867875823,22065.444662946513,22088.520458017203,22047.95,22067.15,22086.35,,ranging,normal,1,0,weekly,False,,2025-03-06
2025-03-04 12:21:00+05:30,22073.85,22074.75,22066.6,22067.2,0.0,22063.02,22066.5,22068.017999999996,22064.202465152197,22064.388984247355,22064.868459739348,22065.17970837705,22065.659754368113,22060.04404109759,51.086454320524595,11.59377736987396,22049.320360888494,22066.5,22083.679639111506,0.15570787493717464,0.5203729541539646,-1.0037093463906785,-0.26212580840606103,-0.7415835379846175,0.0,22046.959454968808,1,22046.959454968808,,15.197381164355875,23.401607115376297,24.783420013377654,59.59595889067871,44.75607631130898,29.50470097897026,0.0,,22068.125,,22061.35,22076.1,22045.8,,0.0,22043.18135664955,22065.611837903987,22088.042319158423,22047.95,22067.15,22086.35,,ranging,normal,1,0,weekly,False,,2025-03-06
2025-03-04 12:24:00+05:30,22067.45,22071.65,22061.45,22069.65,0.0,22062.735,22066.3525,22068.129000000004,22065.29197212176,22065.26582020613,22065.505998440767,22065.705625038572,22066.02250397101,22060.420745368272,52.43723853268419,11.49327881507162,22049.334995041823,22066.3525,22083.37000495818,0.15423940099006028,0.5968855307550829,-0.5214823937931214,0.17608091535319692,-0.6975633091463184,0.0,22046.959454968808,1,22046.959454968808,,14.769975721170555,21.904101978176914,26.428436487178733,76.08253641970258,60.0185421549136,14.08040124750171,0.0,,22072.3,,22061.35,22069.475,22058.65,,0.0,22043.759322682927,22065.996424770274,22088.23352685762,22047.95,22067.15,22086.35,,ranging,normal,1,0,weekly,False,,2025-03-06
