timestamp,close,equity,trades_count,regime,volatility,pnl
2025-01-23 09:15:00+05:30,23109.75,100000,0,ranging,high,0
2025-01-23 09:20:00+05:30,23119.05,100000,0,ranging,high,0
2025-01-23 09:25:00+05:30,23107.15,100000,0,ranging,high,0
2025-01-23 09:30:00+05:30,23114.45,100000,0,ranging,high,0
2025-01-23 09:35:00+05:30,23172.0,100000,0,ranging,high,0
2025-01-23 09:40:00+05:30,23197.95,100000,0,ranging,high,0
2025-01-23 09:45:00+05:30,23203.6,100000,0,ranging,high,0
2025-01-23 09:50:00+05:30,23207.7,100000,0,ranging,high,0
2025-01-23 09:55:00+05:30,23203.3,100000,0,ranging,high,0
2025-01-23 10:00:00+05:30,23215.1,100000,0,ranging,high,0
2025-01-23 10:05:00+05:30,23219.65,100000,0,ranging,high,0
2025-01-23 10:10:00+05:30,23217.6,100000,0,ranging,high,0
2025-01-23 10:15:00+05:30,23225.75,100000,0,ranging,high,0
2025-01-23 10:20:00+05:30,23235.9,100000,0,ranging,low,0
2025-01-23 10:25:00+05:30,23240.4,100000,0,ranging,low,0
2025-01-23 10:30:00+05:30,23241.75,100000,0,ranging,low,0
2025-01-23 10:35:00+05:30,23226.15,100000,0,ranging,low,0
2025-01-23 10:40:00+05:30,23235.45,100000,0,ranging,low,0
2025-01-23 10:45:00+05:30,23232.4,100000,0,ranging,low,0
2025-01-23 10:50:00+05:30,23207.65,100000,0,ranging,low,0
2025-01-23 10:55:00+05:30,23211.9,100000,0,ranging,low,0
2025-01-23 11:00:00+05:30,23208.85,100000,0,ranging,low,0
2025-01-23 11:05:00+05:30,23228.5,100000,0,ranging,low,0
2025-01-23 11:10:00+05:30,23223.75,100000,0,ranging,low,0
2025-01-23 11:15:00+05:30,23223.3,100000,0,ranging,low,0
2025-01-23 11:20:00+05:30,23219.7,100000,0,ranging,low,0
2025-01-23 11:25:00+05:30,23225.2,100000,0,ranging,low,0
2025-01-23 11:30:00+05:30,23232.4,100000,0,ranging,low,0
2025-01-23 11:35:00+05:30,23232.45,100000,0,ranging,low,0
2025-01-23 11:40:00+05:30,23221.9,100000,0,ranging,low,0
2025-01-23 11:45:00+05:30,23202.75,100000,0,ranging,low,0
2025-01-23 11:50:00+05:30,23205.7,100000,0,ranging,low,0
2025-01-23 11:55:00+05:30,23217.6,100000,0,ranging,low,0
2025-01-23 12:00:00+05:30,23214.2,100000,0,ranging,low,0
2025-01-23 12:05:00+05:30,23219.8,100000,0,ranging,low,0
2025-01-23 12:10:00+05:30,23232.75,100000,0,ranging,low,0
2025-01-23 12:15:00+05:30,23252.95,100000,0,ranging,low,0
2025-01-23 12:20:00+05:30,23250.15,100000,0,ranging,low,0
2025-01-23 12:25:00+05:30,23252.05,100000,0,ranging,low,0
2025-01-23 12:30:00+05:30,23264.55,100000,0,ranging,low,0
2025-01-23 12:35:00+05:30,23258.05,100000,0,ranging,low,0
2025-01-23 12:40:00+05:30,23254.4,100000,0,ranging,low,0
2025-01-23 12:45:00+05:30,23249.15,100000,0,ranging,low,0
2025-01-23 12:50:00+05:30,23233.55,100000,0,ranging,low,0
2025-01-23 12:55:00+05:30,23245.6,100000,0,ranging,low,0
2025-01-23 13:00:00+05:30,23247.15,100000,0,ranging,low,0
2025-01-23 13:05:00+05:30,23244.95,100000,0,ranging,low,0
2025-01-23 13:10:00+05:30,23244.55,100000,0,ranging,low,0
2025-01-23 13:15:00+05:30,23239.7,100000,0,ranging,low,0
2025-01-23 13:20:00+05:30,23245.7,100000,0,ranging,low,0
2025-01-23 13:25:00+05:30,23242.3,100000,0,ranging,low,0
2025-01-23 13:30:00+05:30,23233.6,100000,0,ranging,low,0
2025-01-23 13:35:00+05:30,23248.75,100000,0,ranging,low,0
2025-01-23 13:40:00+05:30,23252.05,100000,0,ranging,low,0
2025-01-23 13:45:00+05:30,23253.5,100000,0,ranging,low,0
2025-01-23 13:50:00+05:30,23250.75,100000,0,ranging,low,0
2025-01-23 13:55:00+05:30,23250.9,100000,0,ranging,low,0
2025-01-23 14:00:00+05:30,23233.5,100000,0,ranging,low,0
2025-01-23 14:05:00+05:30,23232.2,100000,0,ranging,low,0
2025-01-23 14:10:00+05:30,23239.95,100000,0,ranging,low,0
2025-01-23 14:15:00+05:30,23240.2,100000,0,ranging,low,0
2025-01-23 14:20:00+05:30,23226.5,100000,0,ranging,low,0
2025-01-23 14:25:00+05:30,23224.75,100000,0,ranging,low,0
2025-01-23 14:30:00+05:30,23234.95,100000,0,ranging,low,0
2025-01-23 14:35:00+05:30,23236.95,100000,0,ranging,low,0
2025-01-23 14:40:00+05:30,23230.4,100000,0,ranging,low,0
2025-01-23 14:45:00+05:30,23215.25,100000,0,ranging,low,0
2025-01-23 14:50:00+05:30,23206.65,100000,0,ranging,low,0
2025-01-23 14:55:00+05:30,23213.85,100000,0,ranging,low,0
2025-01-23 15:00:00+05:30,23217.65,100000,0,ranging,low,0
2025-01-23 15:05:00+05:30,23217.55,100000,0,ranging,low,0
2025-01-23 15:10:00+05:30,23201.25,100000,0,ranging,low,0
2025-01-23 15:15:00+05:30,23199.75,100000,0,ranging,low,0
2025-01-23 15:20:00+05:30,23205.6,100000,0,ranging,low,0
2025-01-23 15:25:00+05:30,23216.3,100000,0,ranging,low,0
2025-01-24 09:15:00+05:30,23276.4,100000,0,ranging,low,0
2025-01-24 09:20:00+05:30,23281.15,100000,0,ranging,low,0
2025-01-24 09:25:00+05:30,23235.55,100000,0,ranging,low,0
2025-01-24 09:30:00+05:30,23225.45,100000,0,ranging,low,0
2025-01-24 09:35:00+05:30,23194.2,100000,0,ranging,low,0
2025-01-24 09:40:00+05:30,23230.25,100000,0,ranging,low,0
2025-01-24 09:45:00+05:30,23182.75,100000,0,ranging,low,0
2025-01-24 09:50:00+05:30,23158.25,100000,0,ranging,low,0
2025-01-24 09:55:00+05:30,23145.85,100000,0,ranging,low,0
2025-01-24 10:00:00+05:30,23135.15,100000,0,ranging,low,0
2025-01-24 10:05:00+05:30,23149.75,100000,0,ranging,low,0
2025-01-24 10:10:00+05:30,23156.35,100000,0,ranging,low,0
2025-01-24 10:15:00+05:30,23135.9,100000,0,ranging,low,0
2025-01-24 10:20:00+05:30,23156.9,100000,0,ranging,low,0
2025-01-24 10:25:00+05:30,23183.05,100000,0,ranging,low,0
2025-01-24 10:30:00+05:30,23173.0,100000,0,ranging,low,0
2025-01-24 10:35:00+05:30,23217.0,100000,0,ranging,low,0
2025-01-24 10:40:00+05:30,23213.5,100000,0,ranging,low,0
2025-01-24 10:45:00+05:30,23215.35,100000,0,ranging,low,0
2025-01-24 10:50:00+05:30,23213.2,100000,0,ranging,low,0
2025-01-24 10:55:00+05:30,23221.2,100000,0,ranging,low,0
2025-01-24 11:00:00+05:30,23244.5,100000,0,ranging,low,0
2025-01-24 11:05:00+05:30,23243.85,100000,0,ranging,low,0
2025-01-24 11:10:00+05:30,23279.2,100000,0,ranging,low,0
2025-01-24 11:15:00+05:30,23266.6,100000,0,ranging,low,0
2025-01-24 11:20:00+05:30,23271.2,100000,0,ranging,low,0
2025-01-24 11:25:00+05:30,23278.55,100000,0,ranging,low,0
2025-01-24 11:30:00+05:30,23277.5,100000,0,ranging,low,0
2025-01-24 11:35:00+05:30,23272.85,100000,0,ranging,low,0
2025-01-24 11:40:00+05:30,23321.75,100000,0,ranging,low,0
2025-01-24 11:45:00+05:30,23333.85,100000,0,ranging,low,0
2025-01-24 11:50:00+05:30,23335.2,100000,0,ranging,low,0
2025-01-24 11:55:00+05:30,23323.75,100000,0,ranging,low,0
2025-01-24 12:00:00+05:30,23313.45,100000,0,ranging,low,0
2025-01-24 12:05:00+05:30,23295.4,100000,0,ranging,low,0
2025-01-24 12:10:00+05:30,23300.8,100000,0,ranging,low,0
2025-01-24 12:15:00+05:30,23313.4,100000,0,ranging,low,0
2025-01-24 12:20:00+05:30,23314.15,100000,0,ranging,low,0
2025-01-24 12:25:00+05:30,23295.5,100000,0,ranging,low,0
2025-01-24 12:30:00+05:30,23273.25,100000,0,ranging,low,0
2025-01-24 12:35:00+05:30,23234.85,100000,0,ranging,low,0
2025-01-24 12:40:00+05:30,23213.55,100000,0,ranging,low,0
2025-01-24 12:45:00+05:30,23218.95,100000,0,ranging,low,0
2025-01-24 12:50:00+05:30,23216.45,100000,0,ranging,low,0
2025-01-24 12:55:00+05:30,23219.65,100000,0,ranging,low,0
2025-01-24 13:00:00+05:30,23183.35,100000,0,ranging,low,0
2025-01-24 13:05:00+05:30,23179.55,100000,0,ranging,low,0
2025-01-24 13:10:00+05:30,23216.5,100000,0,ranging,low,0
2025-01-24 13:15:00+05:30,23183.0,100000,0,ranging,low,0
2025-01-24 13:20:00+05:30,23175.5,100000,0,ranging,low,0
2025-01-24 13:25:00+05:30,23193.9,100000,0,ranging,low,0
2025-01-24 13:30:00+05:30,23165.2,100000,0,ranging,low,0
2025-01-24 13:35:00+05:30,23158.05,100000,0,ranging,low,0
2025-01-24 13:40:00+05:30,23155.9,100000,0,ranging,low,0
2025-01-24 13:45:00+05:30,23163.25,100000,0,ranging,low,0
2025-01-24 13:50:00+05:30,23186.25,100000,0,ranging,low,0
2025-01-24 13:55:00+05:30,23175.25,100000,0,ranging,low,0
2025-01-24 14:00:00+05:30,23201.5,100000,0,ranging,low,0
2025-01-24 14:05:00+05:30,23167.85,100000,0,ranging,low,0
2025-01-24 14:10:00+05:30,23142.25,100000,0,ranging,low,0
2025-01-24 14:15:00+05:30,23138.35,100000,0,ranging,low,0
2025-01-24 14:20:00+05:30,23129.8,100000,0,ranging,low,0
2025-01-24 14:25:00+05:30,23138.85,100000,0,ranging,low,0
2025-01-24 14:30:00+05:30,23153.25,100000,0,ranging,low,0
2025-01-24 14:35:00+05:30,23105.1,100000,0,ranging,low,0
2025-01-24 14:40:00+05:30,23081.35,100000,0,ranging,low,0
2025-01-24 14:45:00+05:30,23058.5,100000,0,ranging,low,0
2025-01-24 14:50:00+05:30,23073.35,100000,0,ranging,low,0
2025-01-24 14:55:00+05:30,23078.5,100000,0,ranging,low,0
2025-01-24 15:00:00+05:30,23068.05,100000,0,ranging,low,0
2025-01-24 15:05:00+05:30,23102.35,100000,0,ranging,low,0
2025-01-24 15:10:00+05:30,23077.5,100000,0,ranging,low,0
2025-01-24 15:15:00+05:30,23098.6,100000,0,ranging,low,0
2025-01-24 15:20:00+05:30,23090.45,100000,0,ranging,low,0
2025-01-24 15:25:00+05:30,23090.35,100000,0,ranging,low,0
2025-01-27 09:15:00+05:30,22926.75,100000,0,ranging,low,0
2025-01-27 09:20:00+05:30,22963.2,100000,0,ranging,low,0
2025-01-27 09:25:00+05:30,22966.6,100000,0,ranging,low,0
2025-01-27 09:30:00+05:30,22982.05,100000,0,ranging,low,0
2025-01-27 09:35:00+05:30,23001.6,100000,0,ranging,low,0
2025-01-27 09:40:00+05:30,22994.0,100000,0,ranging,low,0
2025-01-27 09:45:00+05:30,22992.1,100000,0,ranging,low,0
2025-01-27 09:50:00+05:30,22969.8,100000,0,ranging,low,0
2025-01-27 09:55:00+05:30,22967.25,100000,0,ranging,low,0
2025-01-27 10:00:00+05:30,22979.05,100000,0,ranging,low,0
2025-01-27 10:05:00+05:30,22973.7,100000,0,ranging,low,0
2025-01-27 10:10:00+05:30,22970.7,100000,0,ranging,low,0
2025-01-27 10:15:00+05:30,22900.5,100000,0,ranging,low,0
2025-01-27 10:20:00+05:30,22904.7,100000,0,ranging,low,0
2025-01-27 10:25:00+05:30,22854.3,100000,0,ranging,low,0
2025-01-27 10:30:00+05:30,22852.35,100000,0,ranging,low,0
2025-01-27 10:35:00+05:30,22838.4,100000,0,ranging,low,0
2025-01-27 10:40:00+05:30,22861.25,100000,0,ranging,low,0
2025-01-27 10:45:00+05:30,22866.5,100000,0,ranging,low,0
2025-01-27 10:50:00+05:30,22842.0,100000,0,ranging,low,0
2025-01-27 10:55:00+05:30,22846.55,100000,0,ranging,low,0
2025-01-27 11:00:00+05:30,22843.65,100000,0,ranging,low,0
2025-01-27 11:05:00+05:30,22867.95,100000,0,ranging,low,0
2025-01-27 11:10:00+05:30,22864.5,100000,0,ranging,low,0
2025-01-27 11:15:00+05:30,22881.75,100000,0,ranging,low,0
2025-01-27 11:20:00+05:30,22879.2,100000,0,ranging,low,0
2025-01-27 11:25:00+05:30,22894.5,100000,0,ranging,low,0
2025-01-27 11:30:00+05:30,22893.0,100000,0,ranging,low,0
2025-01-27 11:35:00+05:30,22867.6,100000,0,ranging,low,0
2025-01-27 11:40:00+05:30,22866.9,100000,0,ranging,low,0
2025-01-27 11:45:00+05:30,22892.0,100000,0,ranging,low,0
2025-01-27 11:50:00+05:30,22891.75,100000,0,ranging,low,0
2025-01-27 11:55:00+05:30,22906.5,100000,0,ranging,low,0
2025-01-27 12:00:00+05:30,22939.5,100000,0,ranging,low,0
2025-01-27 12:05:00+05:30,22917.1,100000,0,ranging,low,0
2025-01-27 12:10:00+05:30,22881.55,100000,0,ranging,low,0
2025-01-27 12:15:00+05:30,22894.15,100000,0,ranging,low,0
2025-01-27 12:20:00+05:30,22936.0,100000,0,ranging,low,0
2025-01-27 12:25:00+05:30,22936.25,100000,0,ranging,low,0
2025-01-27 12:30:00+05:30,22916.0,100000,0,ranging,low,0
2025-01-27 12:35:00+05:30,22894.85,100000,0,ranging,low,0
2025-01-27 12:40:00+05:30,22866.3,100000,0,ranging,low,0
2025-01-27 12:45:00+05:30,22861.0,100000,0,ranging,low,0
2025-01-27 12:50:00+05:30,22857.65,100000,0,ranging,low,0
2025-01-27 12:55:00+05:30,22862.75,100000,0,ranging,low,0
2025-01-27 13:00:00+05:30,22858.85,100000,0,ranging,low,0
2025-01-27 13:05:00+05:30,22879.0,100000,0,ranging,low,0
2025-01-27 13:10:00+05:30,22885.45,100000,0,ranging,low,0
2025-01-27 13:15:00+05:30,22871.55,100000,0,ranging,low,0
2025-01-27 13:20:00+05:30,22866.1,100000,0,ranging,low,0
2025-01-27 13:25:00+05:30,22846.45,100000,0,ranging,low,0
2025-01-27 13:30:00+05:30,22862.2,100000,0,ranging,low,0
2025-01-27 13:35:00+05:30,22840.95,100000,0,ranging,low,0
2025-01-27 13:40:00+05:30,22861.45,100000,0,ranging,low,0
2025-01-27 13:45:00+05:30,22847.9,100000,0,ranging,low,0
2025-01-27 13:50:00+05:30,22843.4,100000,0,ranging,low,0
2025-01-27 13:55:00+05:30,22860.35,100000,0,ranging,low,0
2025-01-27 14:00:00+05:30,22839.4,100000,0,ranging,low,0
2025-01-27 14:05:00+05:30,22831.9,100000,0,ranging,low,0
2025-01-27 14:10:00+05:30,22834.9,100000,0,ranging,low,0
2025-01-27 14:15:00+05:30,22854.05,100000,0,ranging,low,0
2025-01-27 14:20:00+05:30,22845.2,100000,0,ranging,low,0
2025-01-27 14:25:00+05:30,22834.05,100000,0,ranging,low,0
2025-01-27 14:30:00+05:30,22811.8,100000,0,ranging,low,0
2025-01-27 14:35:00+05:30,22808.4,100000,0,ranging,low,0
2025-01-27 14:40:00+05:30,22806.85,100000,0,ranging,low,0
2025-01-27 14:45:00+05:30,22795.8,100000,0,ranging,low,0
2025-01-27 14:50:00+05:30,22826.85,100000,0,ranging,low,0
2025-01-27 14:55:00+05:30,22825.55,100000,0,ranging,low,0
2025-01-27 15:00:00+05:30,22816.7,100000,0,ranging,low,0
2025-01-27 15:05:00+05:30,22840.85,100000,0,ranging,low,0
2025-01-27 15:10:00+05:30,22835.7,100000,0,ranging,low,0
2025-01-27 15:15:00+05:30,22830.05,100000,0,ranging,low,0
2025-01-27 15:20:00+05:30,22821.75,100000,0,ranging,low,0
