datetime,open,high,low,close,volume
2025-04-30 13:45:00+05:30,24348.8,24353.25,24334.55,24347.1,0
2025-04-30 14:00:00+05:30,24347.75,24351.55,24335.55,24340.65,0
2025-04-30 14:15:00+05:30,24340.0,24343.1,24331.4,24336.8,0
2025-04-30 14:30:00+05:30,24336.05,24344.25,24324.15,24339.5,0
2025-04-30 14:45:00+05:30,24338.85,24388.8,24338.3,24367.3,0
2025-04-30 15:00:00+05:30,24368.6,24396.15,24348.45,24348.85,0
2025-04-30 15:15:00+05:30,24349.8,24353.15,24198.75,24246.25,0
2025-05-02 09:15:00+05:30,24311.9,24488.5,24305.85,24487.6,0
2025-05-02 09:30:00+05:30,24487.1,24551.25,24485.35,24529.85,0
2025-05-02 09:45:00+05:30,24530.6,24576.15,24516.7,24572.0,0
2025-05-02 10:00:00+05:30,24571.2,24589.15,24558.35,24581.95,0
2025-05-02 10:15:00+05:30,24581.85,24587.25,24520.7,24520.7,0
2025-05-02 10:30:00+05:30,24521.35,24531.15,24468.6,24502.05,0
2025-05-02 10:45:00+05:30,24502.5,24507.2,24410.45,24432.0,0
2025-05-02 11:00:00+05:30,24431.7,24445.3,24404.7,24422.9,0
2025-05-02 11:15:00+05:30,24424.65,24443.05,24371.2,24387.3,0
2025-05-02 11:30:00+05:30,24387.25,24387.95,24319.75,24336.1,0
2025-05-02 11:45:00+05:30,24336.05,24365.0,24326.35,24354.7,0
2025-05-02 12:00:00+05:30,24354.6,24355.8,24299.8,24315.0,0
2025-05-02 12:15:00+05:30,24314.05,24314.15,24238.5,24242.75,0
2025-05-02 12:30:00+05:30,24241.85,24283.65,24241.0,24283.3,0
2025-05-02 12:45:00+05:30,24282.8,24310.85,24280.65,24282.95,0
2025-05-02 13:00:00+05:30,24282.85,24310.1,24266.2,24297.0,0
2025-05-02 13:15:00+05:30,24297.05,24368.85,24296.25,24364.8,0
2025-05-02 13:30:00+05:30,24364.75,24412.2,24363.1,24392.35,0
2025-05-02 13:45:00+05:30,24391.95,24405.8,24374.55,24378.8,0
2025-05-02 14:00:00+05:30,24378.5,24400.65,24359.0,24373.55,0
2025-05-02 14:15:00+05:30,24372.45,24389.2,24304.6,24306.25,0
2025-05-02 14:30:00+05:30,24306.75,24332.25,24286.9,24326.65,0
2025-05-02 14:45:00+05:30,24325.35,24381.8,24319.1,24373.95,0
2025-05-02 15:00:00+05:30,24373.4,24397.75,24338.15,24367.15,0
2025-05-02 15:15:00+05:30,24365.45,24368.15,24309.85,24313.65,0
2025-05-05 09:15:00+05:30,24419.5,24477.9,24400.65,24443.15,0
2025-05-05 09:30:00+05:30,24442.25,24452.45,24403.1,24449.15,0
2025-05-05 09:45:00+05:30,24449.8,24505.6,24439.4,24503.65,0
2025-05-05 10:00:00+05:30,24504.2,24511.3,24464.0,24479.1,0
2025-05-05 10:15:00+05:30,24479.8,24500.25,24468.3,24479.55,0
2025-05-05 10:30:00+05:30,24480.2,24526.4,24480.2,24522.65,0
2025-05-05 10:45:00+05:30,24521.6,24523.55,24460.45,24471.1,0
2025-05-05 11:00:00+05:30,24472.0,24488.8,24459.65,24486.2,0
2025-05-05 11:15:00+05:30,24487.2,24495.9,24464.3,24465.35,0
2025-05-05 11:30:00+05:30,24465.5,24481.6,24436.15,24447.05,0
