date,open,high,low,close,volume,ema_3,ema_5,ema_8,ema_9,ema_13,ema_20,ema_21,ema_34,ema_50,ema_200,sma_20,rsi_10,rsi_14,macd_12_26_9,macds_12_26_9,bb_middle,bb_upper,bb_lower,bb_width,atr_14,stoch_k_14,stoch_d_14,stoch_k,stoch_d,adx_14,supertrend_10_3.0,supertrend_10_2.0,roc_5,vwap,is_expiry_day,volume_avg,body,hl_range,boll_dist,recent_range,volatility_20,rsi,atr,avg_volume,bollinger_hband,bollinger_lband
2025-05-02 14:30:00+05:30,24306.75,24332.25,24286.9,24326.65,1,24332.764038085938,24337.70307335256,24339.927801454578,24340.7790863948,24345.634621765334,24355.939273453383,24357.351134036307,24372.388755337106,24384.093910206237,24410.988877513322,,51.77024768272324,39.85025835706004,-19.614510581453942,-21.209782154575933,,,,,53.75,43.09459789782536,,43.09459789782536,,,24470.825,24417.075,-0.15657834252691513,24340.483333333334,False,,19.900000000001455,45.349999999998545,,0.0051507297552272615,,39.85025835706004,53.75,,,
2025-05-02 14:45:00+05:30,24325.35,24381.8,24319.1,24373.95,1,24353.357019042967,24349.78538223504,24347.48829002023,24347.41326911584,24349.67967579886,24357.654580743536,24358.860121851187,24372.477969317843,24383.69610980599,24410.620331468413,,71.57185136468316,48.62611917258428,-15.792813985633984,-20.126388520787543,,,,,53.096428571428724,77.97927461139905,51.278331455363684,77.97927461139905,51.278331455363684,,24509.739285714284,24456.642857142855,-0.07543348631844746,24341.595833333333,False,,48.60000000000218,62.70000000000073,,0.00487815885402234,,48.62611917258428,53.096428571428724,,,
2025-05-02 15:00:00+05:30,24373.4,24397.75,24338.15,24367.15,1,24360.253509521484,24355.573588156694,24351.857558904623,24351.360615292673,24352.175436399026,24358.55890638701,24359.613747137442,24372.17351392825,24383.047242754776,24410.187790856788,,65.50767523580613,53.516819571865796,-13.161082305312448,-18.733327277692524,,,,,52.482142857142854,74.06447898675931,65.04611716532791,74.06447898675931,65.04611716532791,,24525.39642857143,24472.914285714287,-0.04778742185832698,24343.13039215686,False,,6.25,59.599999999998545,,0.0046681700568182985,,53.516819571865796,52.482142857142854,,,
2025-05-02 15:15:00+05:30,24365.45,24368.15,24309.85,24313.65,1,24336.951754760743,24341.59905877113,24343.366990259154,24343.81849223414,24346.671802627738,24354.281867683487,24355.4352246704,24368.829313132348,24380.32578225459,24409.227215823386,,54.74497681607436,45.69119345019421,-15.217006689046684,-18.03006315996336,,,,,53.88571428571439,43.26424870466387,65.10266743427407,43.26424870466387,65.10266743427407,,24500.657142857144,24446.77142857143,-0.2457582092062823,24342.431481481482,False,,51.79999999999927,58.30000000000291,,0.004559167381285761,,45.69119345019421,53.88571428571439,,,
2025-05-05 09:15:00+05:30,24419.5,24477.9,24400.65,24443.15,1,24390.050877380374,24375.44937251409,24365.540992423787,24363.684793787314,24360.454402252348,24362.74549933268,24363.40929515491,24373.076209524785,24382.789477068134,24409.56475596445,,66.6476819683338,61.31767199505455,-6.323876144233509,-15.688825756817389,,,,,61.61785714285725,85.4845446950711,67.60442412883143,85.4845446950711,67.60442412883143,,24624.128571428573,24562.510714285716,0.5632296220108057,24347.59649122807,False,,23.650000000001455,77.25,,0.00781405015311038,,61.31767199505455,61.61785714285725,,,
2025-05-05 09:30:00+05:30,24442.25,24452.45,24403.1,24449.15,1,24419.600438690188,24400.016248342727,24384.120771885166,24380.777835029854,24373.125201930587,24370.974499396234,24371.20390468628,24377.423283266224,24385.391850516444,24409.95863898968,24350.572500000002,61.18255336073216,70.64412882576553,1.1943757201552216,-12.312185461422867,24350.572500000002,24461.024377947393,24240.12062205261,220.90375589478208,59.678571428571686,87.86407766990298,72.20429035654598,87.86407766990298,72.20429035654598,,24606.810714285715,24547.132142857146,0.503562964896523,24351.961666666666,False,1.0,6.900000000001455,49.35000000000218,0.004048262109648527,0.006873449588227112,,70.64412882576553,59.678571428571686,1.0,24461.024377947393,24240.12062205261
2025-05-05 09:45:00+05:30,24449.8,24505.6,24439.4,24503.65,1,24461.625219345093,24434.560832228486,24410.68282257735,24405.352268023886,24391.77160165479,24383.6102613585,24383.244458805708,24384.636238508152,24390.029425005996,24410.890891338044,24354.609999999997,63.77134372680071,71.44108202782957,11.41871121823715,-7.566006125490865,24354.609999999997,24480.954231534743,24228.26576846525,252.68846306949126,61.36071428571423,99.18546365914908,90.84469534137439,99.18546365914908,90.84469534137439,,24656.582142857143,24595.22142857143,0.5321254864312133,24354.89083333333,False,1.0,53.85000000000218,66.19999999999709,0.0061195806461283725,0.007988605779139025,0.0327774038965387,71.44108202782957,61.36071428571423,1.0,24480.954231534743,24228.26576846525
2025-05-05 10:00:00+05:30,24504.2,24511.3,24464.0,24479.1,1,24470.362609672546,24449.407221485657,24425.886639782384,24420.101814419108,24404.247087132677,24392.7045221815,24391.95859891428,24390.034167736256,24393.522388731253,24411.569588936673,24359.2,62.08142616237036,68.2278598643247,17.340698161540786,-2.584665268084535,24359.2,24496.7204252772,24221.679574722802,275.04085055439646,62.58214285714296,86.86250509995882,91.30401547633697,86.86250509995882,91.30401547633697,,24675.396428571432,24612.81428571429,0.4594300113061933,24359.105000000003,False,1.0,25.100000000002183,47.29999999999927,0.0049221649315247555,0.008229469220682163,0.032516659848424376,68.2278598643247,62.58214285714296,1.0,24496.7204252772,24221.679574722802
2025-05-05 10:15:00+05:30,24479.8,24500.25,24468.3,24479.55,1,24474.956304836272,24459.454814323773,24437.811830941853,24431.991451535287,24415.004646113724,24400.975520068976,24399.921453558436,24395.149358151328,24396.896020545715,24412.246010937302,24366.3725,62.917377528637495,67.40394699208686,21.818714163713594,2.2960106182750906,24366.3725,24513.451417144577,24219.293582855425,294.15783428915165,61.72857142857174,85.85115864527616,90.63304246812801,85.85115864527616,90.63304246812801,,24669.460714285717,24607.732142857145,0.6823327636944588,24365.84333333333,False,1.0,0.25,31.950000000000728,0.00464482351650817,0.004520099429932242,0.03138847965197142,67.40394699208686,61.72857142857174,1.0,24513.451417144577,24219.293582855425
2025-05-05 10:30:00+05:30,24480.2,24526.4,24480.2,24522.65,1,24498.803152418135,24480.51987621585,24456.66475739922,24450.12316122823,24430.382553811767,24412.563565776694,24411.078594144034,24402.435109114107,24401.827549151767,24413.344558092158,24374.77,78.02382802382779,65.79289644822421,28.516661582350935,7.54014081109026,24374.77,24537.39908201115,24212.14091798885,325.25816402229975,59.88928571428629,98.43423799582463,90.38263391368655,98.43423799582463,90.38263391368655,,24682.967857142863,24623.078571428574,0.3252444959017148,24373.896666666664,False,1.0,42.45000000000073,46.20000000000073,0.006066929041792026,0.0050280047221651376,0.031782515246294614,65.79289644822421,59.88928571428629,1.0,24537.39908201115,24212.14091798885
