datetime,open,high,low,close,volume
2025-04-30 12:42:00+05:30,24357.65,24360.9,24353.0,24356.5,0
2025-04-30 12:45:00+05:30,24357.1,24360.1,24350.15,24353.8,0
2025-04-30 12:48:00+05:30,24352.8,24358.3,24349.6,24355.9,0
2025-04-30 12:51:00+05:30,24357.05,24359.6,24349.95,24353.95,0
2025-04-30 12:54:00+05:30,24353.65,24359.2,24350.9,24352.4,0
2025-04-30 12:57:00+05:30,24352.1,24354.25,24339.7,24340.2,0
2025-04-30 13:00:00+05:30,24339.85,24342.4,24332.25,24335.25,0
2025-04-30 13:03:00+05:30,24334.45,24337.75,24328.8,24330.8,0
2025-04-30 13:06:00+05:30,24330.55,24338.5,24326.7,24334.25,0
2025-04-30 13:09:00+05:30,24334.35,24338.35,24330.55,24334.5,0
2025-04-30 13:12:00+05:30,24333.45,24337.3,24330.6,24333.8,0
2025-04-30 13:15:00+05:30,24333.75,24338.65,24332.5,24334.2,0
2025-04-30 13:18:00+05:30,24333.8,24337.15,24327.45,24334.0,0
2025-04-30 13:21:00+05:30,24333.75,24339.05,24330.95,24331.9,0
2025-04-30 13:24:00+05:30,24330.85,24341.5,24330.85,24339.35,0
2025-04-30 13:27:00+05:30,24339.15,24343.1,24329.6,24332.7,0
2025-04-30 13:30:00+05:30,24333.25,24341.25,24332.5,24338.35,0
2025-04-30 13:33:00+05:30,24338.65,24343.05,24334.75,24338.5,0
2025-04-30 13:36:00+05:30,24338.85,24349.85,24336.6,24344.5,0
2025-04-30 13:39:00+05:30,24344.75,24350.2,24344.25,24345.7,0
2025-04-30 13:42:00+05:30,24345.1,24350.8,24344.9,24349.5,0
2025-04-30 13:45:00+05:30,24348.8,24353.25,24345.5,24348.05,0
2025-04-30 13:48:00+05:30,24348.35,24351.3,24344.95,24347.85,0
2025-04-30 13:51:00+05:30,24348.1,24351.85,24338.35,24339.45,0
2025-04-30 13:54:00+05:30,24339.05,24342.1,24334.55,24339.25,0
2025-04-30 13:57:00+05:30,24338.3,24349.1,24337.4,24347.1,0
2025-04-30 14:00:00+05:30,24347.75,24351.55,24344.55,24345.3,0
2025-04-30 14:03:00+05:30,24344.95,24350.0,24341.65,24341.65,0
2025-04-30 14:06:00+05:30,24340.6,24346.1,24337.6,24338.6,0
2025-04-30 14:09:00+05:30,24338.75,24341.75,24335.55,24337.0,0
2025-04-30 14:12:00+05:30,24336.45,24342.75,24335.6,24340.65,0
2025-04-30 14:15:00+05:30,24340.0,24343.1,24337.2,24339.05,0
2025-04-30 14:18:00+05:30,24339.95,24342.25,24335.95,24338.2,0
2025-04-30 14:21:00+05:30,24338.45,24341.05,24336.45,24337.4,0
2025-04-30 14:24:00+05:30,24338.15,24339.8,24333.9,24335.6,0
2025-04-30 14:27:00+05:30,24335.9,24338.1,24331.4,24336.8,0
2025-04-30 14:30:00+05:30,24336.05,24339.3,24332.6,24334.35,0
2025-04-30 14:33:00+05:30,24333.7,24335.3,24324.15,24331.85,0
2025-04-30 14:36:00+05:30,24330.8,24335.25,24325.7,24330.75,0
2025-04-30 14:39:00+05:30,24330.8,24344.25,24329.9,24339.55,0
2025-04-30 14:42:00+05:30,24339.75,24341.75,24333.95,24339.5,0
2025-04-30 14:45:00+05:30,24338.85,24356.7,24338.3,24355.6,0
2025-04-30 14:48:00+05:30,24355.8,24358.85,24350.7,24358.3,0
2025-04-30 14:51:00+05:30,24358.85,24373.1,24354.75,24371.05,0
2025-04-30 14:54:00+05:30,24372.4,24379.2,24358.65,24358.75,0
2025-04-30 14:57:00+05:30,24358.1,24388.8,24354.85,24367.3,0
2025-04-30 15:00:00+05:30,24368.6,24396.15,24364.95,24378.1,0
2025-04-30 15:03:00+05:30,24378.7,24384.2,24368.3,24374.15,0
2025-04-30 15:06:00+05:30,24373.85,24383.55,24373.6,24382.2,0
2025-04-30 15:09:00+05:30,24382.35,24385.8,24367.8,24367.8,0
2025-04-30 15:12:00+05:30,24368.5,24371.4,24348.45,24348.85,0
2025-04-30 15:15:00+05:30,24349.8,24353.15,24322.75,24348.15,0
2025-04-30 15:18:00+05:30,24348.6,24349.75,24316.55,24316.55,0
2025-04-30 15:21:00+05:30,24317.7,24324.15,24300.15,24300.15,0
2025-04-30 15:24:00+05:30,24301.4,24301.7,24249.25,24250.85,0
2025-04-30 15:27:00+05:30,24252.05,24285.95,24198.75,24246.25,0
2025-05-02 09:15:00+05:30,24311.9,24444.85,24305.85,24440.4,0
2025-05-02 09:18:00+05:30,24441.05,24443.1,24409.35,24418.75,0
2025-05-02 09:21:00+05:30,24419.5,24429.55,24385.9,24411.05,0
2025-05-02 09:24:00+05:30,24410.95,24464.7,24399.0,24462.65,0
2025-05-02 09:27:00+05:30,24462.75,24488.5,24440.15,24487.6,0
2025-05-02 09:30:00+05:30,24487.1,24534.0,24485.35,24503.05,0
2025-05-02 09:33:00+05:30,24503.7,24529.75,24501.3,24520.9,0
2025-05-02 09:36:00+05:30,24519.8,24525.45,24504.65,24513.7,0
2025-05-02 09:39:00+05:30,24515.0,24551.25,24508.8,24539.5,0
2025-05-02 09:42:00+05:30,24538.75,24545.0,24514.55,24529.85,0
2025-05-02 09:45:00+05:30,24530.6,24537.95,24516.7,24525.9,0
2025-05-02 09:48:00+05:30,24527.05,24557.75,24525.6,24541.3,0
2025-05-02 09:51:00+05:30,24540.9,24549.6,24530.3,24545.15,0
2025-05-02 09:54:00+05:30,24546.15,24570.7,24542.4,24564.3,0
2025-05-02 09:57:00+05:30,24565.1,24576.15,24562.7,24572.0,0
2025-05-02 10:00:00+05:30,24571.2,24589.15,24570.35,24573.75,0
2025-05-02 10:03:00+05:30,24574.0,24574.05,24558.35,24561.65,0
2025-05-02 10:06:00+05:30,24561.75,24575.9,24558.85,24571.05,0
2025-05-02 10:09:00+05:30,24571.5,24587.1,24568.85,24581.5,0
2025-05-02 10:12:00+05:30,24582.05,24588.0,24570.8,24581.95,0
2025-05-02 10:15:00+05:30,24581.85,24587.25,24567.95,24570.85,0
2025-05-02 10:18:00+05:30,24571.35,24577.45,24554.6,24560.15,0
2025-05-02 10:21:00+05:30,24560.2,24562.35,24544.0,24559.0,0
2025-05-02 10:24:00+05:30,24558.3,24560.4,24537.2,24538.65,0
2025-05-02 10:27:00+05:30,24538.2,24540.6,24520.7,24520.7,0
2025-05-02 10:30:00+05:30,24521.35,24524.45,24484.75,24501.8,0
2025-05-02 10:33:00+05:30,24501.55,24509.4,24484.65,24485.1,0
2025-05-02 10:36:00+05:30,24485.45,24505.0,24468.6,24504.6,0
2025-05-02 10:39:00+05:30,24505.0,24531.15,24504.2,24526.25,0
2025-05-02 10:42:00+05:30,24527.15,24527.25,24501.45,24502.05,0
2025-05-02 10:45:00+05:30,24502.5,24507.2,24490.65,24495.1,0
2025-05-02 10:48:00+05:30,24495.15,24495.2,24480.65,24482.0,0
2025-05-02 10:51:00+05:30,24481.8,24492.25,24454.05,24454.2,0
2025-05-02 10:54:00+05:30,24453.9,24454.0,24410.45,24413.2,0
2025-05-02 10:57:00+05:30,24414.15,24447.85,24412.4,24432.0,0
2025-05-02 11:00:00+05:30,24431.7,24445.3,24430.05,24440.1,0
2025-05-02 11:03:00+05:30,24440.4,24442.1,24419.65,24422.7,0
2025-05-02 11:06:00+05:30,24424.35,24440.55,24423.85,24428.75,0
2025-05-02 11:09:00+05:30,24429.05,24433.7,24418.25,24427.05,0
2025-05-02 11:12:00+05:30,24427.95,24427.95,24404.7,24422.9,0
2025-05-02 11:15:00+05:30,24424.65,24443.05,24416.7,24435.0,0
2025-05-02 11:18:00+05:30,24434.9,24434.9,24402.9,24405.5,0
2025-05-02 11:21:00+05:30,24405.05,24410.2,24383.9,24386.25,0
2025-05-02 11:24:00+05:30,24385.9,24391.5,24371.2,24377.75,0
2025-05-02 11:27:00+05:30,24379.3,24398.3,24378.6,24387.3,0
2025-05-02 11:30:00+05:30,24387.25,24387.95,24350.95,24351.1,0
2025-05-02 11:33:00+05:30,24351.3,24357.45,24319.75,24336.2,0
2025-05-02 11:36:00+05:30,24336.45,24351.3,24335.8,24346.65,0
2025-05-02 11:39:00+05:30,24346.9,24356.3,24332.15,24356.3,0
2025-05-02 11:42:00+05:30,24356.75,24367.5,24333.8,24336.1,0
2025-05-02 11:45:00+05:30,24336.05,24348.8,24328.55,24336.3,0
