datetime,open,high,low,close,volume
2025-05-22 09:15:00+05:30,24733.95,24737.5,24627.05,24643.05,0
2025-05-22 09:20:00+05:30,24644.7,24644.7,24574.65,24580.55,0
2025-05-22 09:25:00+05:30,24580.6,24614.0,24574.0,24590.5,0
2025-05-22 09:30:00+05:30,24591.45,24591.45,24545.0,24548.95,0
2025-05-22 09:35:00+05:30,24548.75,24603.75,24541.6,24575.25,0
2025-05-22 09:40:00+05:30,24574.8,24616.05,24564.3,24589.95,0
2025-05-22 09:45:00+05:30,24590.5,24593.05,24556.65,24576.4,0
2025-05-22 09:50:00+05:30,24574.65,24599.1,24559.8,24589.3,0
2025-05-22 09:55:00+05:30,24588.15,24629.65,24571.35,24629.65,0
2025-05-22 10:00:00+05:30,24631.65,24631.7,24602.3,24609.05,0
2025-05-22 10:05:00+05:30,24606.1,24609.8,24580.2,24594.95,0
2025-05-22 10:10:00+05:30,24593.85,24612.65,24587.6,24606.05,0
2025-05-22 10:15:00+05:30,24606.45,24621.0,24601.15,24609.7,0
2025-05-22 10:20:00+05:30,24610.85,24622.8,24602.75,24613.55,0
2025-05-22 10:25:00+05:30,24613.45,24615.65,24571.15,24580.25,0
2025-05-22 10:30:00+05:30,24580.75,24599.4,24576.6,24599.4,0
2025-05-22 10:35:00+05:30,24600.05,24628.6,24598.85,24603.5,0
2025-05-22 10:40:00+05:30,24604.1,24622.8,24603.15,24605.55,0
2025-05-22 10:45:00+05:30,24606.8,24613.05,24594.1,24599.15,0
2025-05-22 10:50:00+05:30,24599.4,24611.3,24597.95,24600.1,0
2025-05-22 10:55:00+05:30,24600.4,24611.75,24593.3,24605.15,0
2025-05-22 11:00:00+05:30,24605.9,24610.25,24593.25,24594.2,0
2025-05-22 11:05:00+05:30,24594.5,24603.7,24588.15,24600.05,0
2025-05-22 11:10:00+05:30,24600.35,24605.0,24594.15,24594.6,0
2025-05-22 11:15:00+05:30,24594.65,24604.3,24594.55,24599.7,0
2025-05-22 11:20:00+05:30,24599.35,24599.95,24579.2,24586.05,0
2025-05-22 11:25:00+05:30,24585.9,24598.8,24584.25,24595.5,0
2025-05-22 11:30:00+05:30,24595.65,24598.65,24587.9,24590.35,0
2025-05-22 11:35:00+05:30,24590.85,24593.35,24548.75,24559.55,0
2025-05-22 11:40:00+05:30,24559.0,24565.05,24543.05,24560.65,0
2025-05-22 11:45:00+05:30,24558.9,24578.25,24557.6,24572.6,0
2025-05-22 11:50:00+05:30,24573.3,24607.5,24573.2,24595.0,0
2025-05-22 11:55:00+05:30,24595.55,24596.35,24578.5,24589.75,0
2025-05-22 12:00:00+05:30,24589.8,24599.0,24583.25,24594.7,0
2025-05-22 12:05:00+05:30,24594.9,24596.05,24576.05,24576.05,0
2025-05-22 12:10:00+05:30,24576.75,24581.25,24569.55,24572.8,0
2025-05-22 12:15:00+05:30,24572.75,24574.65,24555.65,24557.3,0
2025-05-22 12:20:00+05:30,24558.0,24569.0,24549.8,24552.25,0
2025-05-22 12:25:00+05:30,24552.2,24563.45,24548.9,24552.7,0
2025-05-22 12:30:00+05:30,24553.7,24571.9,24551.5,24554.45,0
2025-05-22 12:35:00+05:30,24555.85,24565.15,24554.9,24562.7,0
2025-05-22 12:40:00+05:30,24562.9,24565.7,24553.65,24558.7,0
2025-05-22 12:45:00+05:30,24558.65,24559.0,24523.05,24528.2,0
2025-05-22 12:50:00+05:30,24525.3,24537.3,24513.5,24516.95,0
2025-05-22 12:55:00+05:30,24517.0,24528.45,24509.1,24523.85,0
2025-05-22 13:00:00+05:30,24523.7,24526.15,24516.45,24521.75,0
2025-05-22 13:05:00+05:30,24521.85,24521.85,24511.95,24513.95,0
2025-05-22 13:10:00+05:30,24513.85,24543.0,24512.75,24539.65,0
2025-05-22 13:15:00+05:30,24540.45,24548.9,24531.3,24534.7,0
2025-05-22 13:20:00+05:30,24535.95,24554.1,24534.6,24550.95,0
2025-05-22 13:25:00+05:30,24550.7,24554.45,24542.6,24551.65,0
2025-05-22 13:30:00+05:30,24553.65,24556.6,24543.9,24552.9,0
2025-05-22 13:35:00+05:30,24553.1,24554.3,24539.9,24540.95,0
2025-05-22 13:40:00+05:30,24540.65,24540.95,24518.2,24524.2,0
2025-05-22 13:45:00+05:30,24524.65,24534.85,24523.1,24528.35,0
2025-05-22 13:50:00+05:30,24527.35,24528.3,24515.05,24520.45,0
2025-05-22 13:55:00+05:30,24520.6,24530.2,24518.9,24525.35,0
2025-05-22 14:00:00+05:30,24526.65,24539.55,24522.6,24536.9,0
2025-05-22 14:05:00+05:30,24536.3,24537.3,24518.55,24519.6,0
2025-05-22 14:10:00+05:30,24519.2,24531.0,24519.2,24529.8,0
2025-05-22 14:15:00+05:30,24529.3,24530.25,24483.35,24491.85,0
2025-05-22 14:20:00+05:30,24489.55,24499.9,24474.75,24481.75,0
2025-05-22 14:25:00+05:30,24483.3,24494.15,24476.55,24492.35,0
2025-05-22 14:30:00+05:30,24492.25,24497.45,24473.3,24483.4,0
2025-05-22 14:35:00+05:30,24484.4,24502.2,24462.4,24500.8,0
